id,name,recordHolders_0_name,recordHolders_0_country_name,recordHolders_0_country_id,recordHolders_0_active,goatPoints,value
ConsecutiveWeeksAtGrassEloNo2,Most Consecutive Weeks at Grass Elo No. 2,Boris Becker,Germany,GER,false,,261
ConsecutiveWeeksAtGrassEloNo3,Most Consecutive Weeks at Grass Elo No. 3,Andy Murray,United Kingdom,GBR,true,,160
ConsecutiveWeeksAtGrassEloTop2,Most Consecutive Weeks at Grass Elo Top 2,Roger Federer,Switzerland,SUI,true,,625
ConsecutiveWeeksAtGrassEloTop3,Most Consecutive Weeks at Grass Elo Top 3,Roger Federer,Switzerland,SUI,true,,945
ConsecutiveWeeksAtGrassEloTop5,Most Consecutive Weeks at Grass Elo Top 5,Roger Federer,Switzerland,SUI,true,,946
ConsecutiveWeeksAtGrassEloTop10,Most Consecutive Weeks at Grass Elo Top 10,Roger Federer,Switzerland,SUI,true,,946
ConsecutiveWeeksAtGrassEloTop20,Most Consecutive Weeks at Grass Elo Top 20,Roger Federer,Switzerland,SUI,true,,949
TimesAtGrassEloNo1,Most Times at Grass Elo No. 1,Jimmy Connors,United States,USA,false,,5
TimesAtGrassEloNo2,Most Times at Grass Elo No. 2,Jimmy Connors,United States,USA,false,,7
TimesAtGrassEloNo3,Most Times at Grass Elo No. 3,Ken Rosewall,Australia,AUS,false,,7
YoungestGrassEloNo1,Youngest Grass Elo No. 1,Bjorn Borg,Sweden,SWE,false,,21 years 28 days
YoungestGrassEloTop2,Youngest Grass Elo Top 2,Boris Becker,Germany,GER,false,,19 years 6 mons 23 days
YoungestGrassEloTop3,Youngest Grass Elo Top 3,Boris Becker,Germany,GER,false,,18 years 7 mons 15 days
YoungestGrassEloTop5,Youngest Grass Elo Top 5,Boris Becker,Germany,GER,false,,17 years 7 mons 16 days
YoungestGrassEloTop10,Youngest Grass Elo Top 10,Boris Becker,Germany,GER,false,,17 years 6 mons 25 days
YoungestGrassEloTop20,Youngest Grass Elo Top 20,Boris Becker,Germany,GER,false,,17 years 6 mons 25 days
OldestGrassEloNo1,Oldest Grass Elo No. 1,Ken Rosewall,Australia,AUS,false,,40 years 7 mons 25 days
OldestGrassEloTop2,Oldest Grass Elo Top 2,Ken Rosewall,Australia,AUS,false,,40 years 7 mons 25 days
OldestGrassEloTop3,Oldest Grass Elo Top 3,Ken Rosewall,Australia,AUS,false,,41 years 1 mon 24 days
OldestGrassEloTop5,Oldest Grass Elo Top 5,Ken Rosewall,Australia,AUS,false,,42 years 11 mons 12 days
OldestGrassEloTop10,Oldest Grass Elo Top 10,Ken Rosewall,Australia,AUS,false,,43 years 11 mons 13 days
OldestGrassEloTop20,Oldest Grass Elo Top 20,Ken Rosewall,Australia,AUS,false,,46 years 11 mons 17 days
LongestGrassEloNo1Span,Longest Career First Grass Elo No. 1 to Last Grass Elo No. 1,Roger Federer,Switzerland,SUI,true,,14 years 11 days
LongestGrassEloTop2Span,Longest Career First Grass Elo Top 2 to Last Grass Elo Top 2,Roger Federer,Switzerland,SUI,true,,17 years 7 mons 17 days
LongestGrassEloTop3Span,Longest Career First Grass Elo Top 3 to Last Grass Elo Top 3,Roger Federer,Switzerland,SUI,true,,18 years 6 mons 17 days
LongestGrassEloTop5Span,Longest Career First Grass Elo Top 5 to Last Grass Elo Top 5,Roger Federer,Switzerland,SUI,true,,18 years 6 mons 24 days
LongestGrassEloTop10Span,Longest Career First Grass Elo Top 10 to Last Grass Elo Top 10,Jimmy Connors,United States,USA,false,,22 years 5 mons 15 days
LongestGrassEloTop20Span,Longest Career First Grass Elo Top 20 to Last Grass Elo Top 20,Jimmy Connors,United States,USA,false,,22 years 9 mons 12 days
GrassEloRating,Highest Grass Elo Rating,Bjorn Borg,Sweden,SWE,false,,2562
GrassEloRatingNo1No2Difference,Grass Elo Rating Difference Between No. 1 and No. 2,Roger Federer,Switzerland,SUI,true,,277
GrassEloRatingNo1No2DifferencePct,Grass Elo Rating Pct. Difference Between No. 1 and No. 2,Roger Federer,Switzerland,SUI,true,,12.2%
WeeksAtCarpetEloNo1,Most Weeks at Carpet Elo No. 1,Boris Becker,Germany,GER,false,,358
WeeksAtCarpetEloNo2,Most Weeks at Carpet Elo No. 2,Ivan Lendl,United States,USA,false,,266
WeeksAtCarpetEloNo3,Most Weeks at Carpet Elo No. 3,Jimmy Connors,United States,USA,false,,308
WeeksAtCarpetEloTop2,Most Weeks at Carpet Elo Top 2,Boris Becker,Germany,GER,false,,525
WeeksAtCarpetEloTop3,Most Weeks at Carpet Elo Top 3,Jimmy Connors,United States,USA,false,,639
WeeksAtCarpetEloTop5,Most Weeks at Carpet Elo Top 5,Jimmy Connors,United States,USA,false,,681
WeeksAtCarpetEloTop10,Most Weeks at Carpet Elo Top 10,Jimmy Connors,United States,USA,false,,811
WeeksAtCarpetEloTop20,Most Weeks at Carpet Elo Top 20,Jimmy Connors,United States,USA,false,,885
ConsecutiveWeeksAtCarpetEloNo1,Most Consecutive Weeks at Carpet Elo No. 1,Rod Laver,Australia,AUS,false,,247
ConsecutiveWeeksAtCarpetEloNo2,Most Consecutive Weeks at Carpet Elo No. 2,Ivan Lendl,United States,USA,false,,123
ConsecutiveWeeksAtCarpetEloNo3,Most Consecutive Weeks at Carpet Elo No. 3,Jimmy Connors,United States,USA,false,,209
ConsecutiveWeeksAtCarpetEloTop2,Most Consecutive Weeks at Carpet Elo Top 2,Ivan Lendl,United States,USA,false,,369
ConsecutiveWeeksAtCarpetEloTop3,Most Consecutive Weeks at Carpet Elo Top 3,Ivan Lendl,United States,USA,false,,505
ConsecutiveWeeksAtCarpetEloTop5,Most Consecutive Weeks at Carpet Elo Top 5,Jimmy Connors,United States,USA,false,,681
ConsecutiveWeeksAtCarpetEloTop10,Most Consecutive Weeks at Carpet Elo Top 10,Jimmy Connors,United States,USA,false,,750
ConsecutiveWeeksAtCarpetEloTop20,Most Consecutive Weeks at Carpet Elo Top 20,Jimmy Connors,United States,USA,false,,885
TimesAtCarpetEloNo1,Most Times at Carpet Elo No. 1,Boris Becker,Germany,GER,false,,8
TimesAtCarpetEloNo2,Most Times at Carpet Elo No. 2,John McEnroe,United States,USA,false,,13
TimesAtCarpetEloNo3,Most Times at Carpet Elo No. 3,John McEnroe,United States,USA,false,,14
YoungestCarpetEloNo1,Youngest Carpet Elo No. 1,John McEnroe,United States,USA,false,,20 years 2 mons 20 days
YoungestCarpetEloTop2,Youngest Carpet Elo Top 2,Boris Becker,Germany,GER,false,,19 years 8 mons 9 days
YoungestCarpetEloTop3,Youngest Carpet Elo Top 3,Boris Becker,Germany,GER,false,,18 years 4 mons 9 days
YoungestCarpetEloTop5,Youngest Carpet Elo Top 5,Boris Becker,Germany,GER,false,,18 years 1 mon 5 days
YoungestCarpetEloTop10,Youngest Carpet Elo Top 10,Michael Chang,United States,USA,false,,17 years 8 mons 20 days
YoungestCarpetEloTop20,Youngest Carpet Elo Top 20,Michael Chang,United States,USA,false,,16 years 7 mons 10 days
OldestCarpetEloNo1,Oldest Carpet Elo No. 1,Rod Laver,Australia,AUS,false,,35 years 7 mons 8 days
OldestCarpetEloTop2,Oldest Carpet Elo Top 2,Ken Rosewall,Australia,AUS,false,,38 years 1 mon 1 day
OldestCarpetEloTop3,Oldest Carpet Elo Top 3,Ken Rosewall,Australia,AUS,false,,38 years 4 mons 28 days
OldestCarpetEloTop5,Oldest Carpet Elo Top 5,Ken Rosewall,Australia,AUS,false,,40 years 11 mons 10 days
OldestCarpetEloTop10,Oldest Carpet Elo Top 10,Ken Rosewall,Australia,AUS,false,,42 years 2 mons 29 days
OldestCarpetEloTop20,Oldest Carpet Elo Top 20,Richard Pancho Gonzales,United States,USA,false,,45 years 7 mons 2 days
LongestCarpetEloNo1Span,Longest Career First Carpet Elo No. 1 to Last Carpet Elo No. 1,Boris Becker,Germany,GER,false,,8 years 9 mons 22 days
LongestCarpetEloTop2Span,Longest Career First Carpet Elo Top 2 to Last Carpet Elo Top 2,Boris Becker,Germany,GER,false,,11 years 3 mons 2 days
LongestCarpetEloTop3Span,Longest Career First Carpet Elo Top 3 to Last Carpet Elo Top 3,Boris Becker,Germany,GER,false,,12 years 7 mons 2 days
LongestCarpetEloTop5Span,Longest Career First Carpet Elo Top 5 to Last Carpet Elo Top 5,Boris Becker,Germany,GER,false,,13 years 1 mon 12 days
LongestCarpetEloTop10Span,Longest Career First Carpet Elo Top 10 to Last Carpet Elo Top 10,Jimmy Connors,United States,USA,false,,16 years 4 mons 18 days
LongestCarpetEloTop20Span,Longest Career First Carpet Elo Top 20 to Last Carpet Elo Top 20,Jimmy Connors,United States,USA,false,,16 years 11 mons 1 day
CarpetEloRating,Highest Carpet Elo Rating,John McEnroe,United States,USA,false,,2690
CarpetEloRatingNo1No2Difference,Carpet Elo Rating Difference Between No. 1 and No. 2,Rod Laver,Australia,AUS,false,,311
CarpetEloRatingNo1No2DifferencePct,Carpet Elo Rating Pct. Difference Between No. 1 and No. 2,Rod Laver,Australia,AUS,false,,14.1%
WeeksAtOutdoorEloNo1,Most Weeks at Outdoor Elo No. 1,Novak Djokovic,Serbia,SRB,true,,383
WeeksAtOutdoorEloNo2,Most Weeks at Outdoor Elo No. 2,Rafael Nadal,Spain,ESP,true,,458
WeeksAtOutdoorEloNo3,Most Weeks at Outdoor Elo No. 3,Roger Federer,Switzerland,SUI,true,,343
WeeksAtOutdoorEloTop2,Most Weeks at Outdoor Elo Top 2,Rafael Nadal,Spain,ESP,true,,685
WeeksAtOutdoorEloTop3,Most Weeks at Outdoor Elo Top 3,Roger Federer,Switzerland,SUI,true,,851
WeeksAtOutdoorEloTop5,Most Weeks at Outdoor Elo Top 5,Roger Federer,Switzerland,SUI,true,,955
WeeksAtOutdoorEloTop10,Most Weeks at Outdoor Elo Top 10,Andre Agassi,United States,USA,false,,997
WeeksAtOutdoorEloTop20,Most Weeks at Outdoor Elo Top 20,Roger Federer,Switzerland,SUI,true,,1052
ConsecutiveWeeksAtOutdoorEloNo1,Most Consecutive Weeks at Outdoor Elo No. 1,Bjorn Borg,Sweden,SWE,false,,303
ConsecutiveWeeksAtOutdoorEloNo2,Most Consecutive Weeks at Outdoor Elo No. 2,Rafael Nadal,Spain,ESP,true,,139
ConsecutiveWeeksAtOutdoorEloNo3,Most Consecutive Weeks at Outdoor Elo No. 3,Roger Federer,Switzerland,SUI,true,,135
ConsecutiveWeeksAtOutdoorEloTop2,Most Consecutive Weeks at Outdoor Elo Top 2,Pete Sampras,United States,USA,false,,403
ConsecutiveWeeksAtOutdoorEloTop3,Most Consecutive Weeks at Outdoor Elo Top 3,Rafael Nadal,Spain,ESP,true,,521
ConsecutiveWeeksAtOutdoorEloTop5,Most Consecutive Weeks at Outdoor Elo Top 5,Roger Federer,Switzerland,SUI,true,,949
ConsecutiveWeeksAtOutdoorEloTop10,Most Consecutive Weeks at Outdoor Elo Top 10,Andre Agassi,United States,USA,false,,997
ConsecutiveWeeksAtOutdoorEloTop20,Most Consecutive Weeks at Outdoor Elo Top 20,Roger Federer,Switzerland,SUI,true,,1052
TimesAtOutdoorEloNo1,Most Times at Outdoor Elo No. 1,Pete Sampras,United States,USA,false,,15
TimesAtOutdoorEloNo2,Most Times at Outdoor Elo No. 2,Andre Agassi,United States,USA,false,,25
TimesAtOutdoorEloNo3,Most Times at Outdoor Elo No. 3,Andre Agassi,United States,USA,false,,27
YoungestOutdoorEloNo1,Youngest Outdoor Elo No. 1,Lleyton Hewitt,Australia,AUS,false,,20 years 7 mons 12 days
YoungestOutdoorEloTop2,Youngest Outdoor Elo Top 2,Rafael Nadal,Spain,ESP,true,,19 years 3 days
YoungestOutdoorEloTop3,Youngest Outdoor Elo Top 3,Rafael Nadal,Spain,ESP,true,,18 years 11 mons 6 days
YoungestOutdoorEloTop5,Youngest Outdoor Elo Top 5,Boris Becker,Germany,GER,false,,17 years 10 mons 19 days
YoungestOutdoorEloTop10,Youngest Outdoor Elo Top 10,Michael Chang,United States,USA,false,,17 years 4 mons 17 days
YoungestOutdoorEloTop20,Youngest Outdoor Elo Top 20,Aaron Krickstein,United States,USA,false,,17 years 2 mons 3 days
OldestOutdoorEloNo1,Oldest Outdoor Elo No. 1,Ken Rosewall,Australia,AUS,false,,39 years 10 mons
OldestOutdoorEloTop2,Oldest Outdoor Elo Top 2,Ken Rosewall,Australia,AUS,false,,40 years 9 mons 9 days
OldestOutdoorEloTop3,Oldest Outdoor Elo Top 3,Ken Rosewall,Australia,AUS,false,,40 years 11 mons 25 days
OldestOutdoorEloTop5,Oldest Outdoor Elo Top 5,Richard Pancho Gonzales,United States,USA,false,,42 years 3 mons 30 days
OldestOutdoorEloTop10,Oldest Outdoor Elo Top 10,Richard Pancho Gonzales,United States,USA,false,,43 years 10 mons 26 days
OldestOutdoorEloTop20,Oldest Outdoor Elo Top 20,Richard Pancho Gonzales,United States,USA,false,,44 years 3 mons 2 days
LongestOutdoorEloNo1Span,Longest Career First Outdoor Elo No. 1 to Last Outdoor Elo No. 1,Roger Federer,Switzerland,SUI,true,,14 years 6 mons 11 days
LongestOutdoorEloTop2Span,Longest Career First Outdoor Elo Top 2 to Last Outdoor Elo Top 2,Rafael Nadal,Spain,ESP,true,,16 years 7 mons 25 days
LongestOutdoorEloTop3Span,Longest Career First Outdoor Elo Top 3 to Last Outdoor Elo Top 3,Roger Federer,Switzerland,SUI,true,,18 years 5 mons 13 days
LongestOutdoorEloTop5Span,Longest Career First Outdoor Elo Top 5 to Last Outdoor Elo Top 5,Roger Federer,Switzerland,SUI,true,,19 years 8 mons 11 days
LongestOutdoorEloTop10Span,Longest Career First Outdoor Elo Top 10 to Last Outdoor Elo Top 10,Roger Federer,Switzerland,SUI,true,,20 years 17 days
LongestOutdoorEloTop20Span,Longest Career First Outdoor Elo Top 20 to Last Outdoor Elo Top 20,Roger Federer,Switzerland,SUI,true,,20 years 7 mons 6 days
OutdoorEloRating,Highest Outdoor Elo Rating,Bjorn Borg,Sweden,SWE,false,,2617
OutdoorEloRatingNo1No2Difference,Outdoor Elo Rating Difference Between No. 1 and No. 2,Bjorn Borg,Sweden,SWE,false,,253
OutdoorEloRatingNo1No2DifferencePct,Outdoor Elo Rating Pct. Difference Between No. 1 and No. 2,Bjorn Borg,Sweden,SWE,false,,10.7%
WeeksAtIndoorEloNo1,Most Weeks at Indoor Elo No. 1,Roger Federer,Switzerland,SUI,true,,453
WeeksAtIndoorEloNo2,Most Weeks at Indoor Elo No. 2,Roger Federer,Switzerland,SUI,true,,350
WeeksAtIndoorEloNo3,Most Weeks at Indoor Elo No. 3,Jimmy Connors,United States,USA,false,,328
WeeksAtIndoorEloTop2,Most Weeks at Indoor Elo Top 2,Roger Federer,Switzerland,SUI,true,,802
WeeksAtIndoorEloTop3,Most Weeks at Indoor Elo Top 3,Roger Federer,Switzerland,SUI,true,,879
WeeksAtIndoorEloTop5,Most Weeks at Indoor Elo Top 5,Roger Federer,Switzerland,SUI,true,,891
WeeksAtIndoorEloTop10,Most Weeks at Indoor Elo Top 10,Roger Federer,Switzerland,SUI,true,,928
WeeksAtIndoorEloTop20,Most Weeks at Indoor Elo Top 20,Jimmy Connors,United States,USA,false,,1064
ConsecutiveWeeksAtIndoorEloNo1,Most Consecutive Weeks at Indoor Elo No. 1,Boris Becker,Germany,GER,false,,257
ConsecutiveWeeksAtIndoorEloNo2,Most Consecutive Weeks at Indoor Elo No. 2,Ivan Lendl,United States,USA,false,,174
ConsecutiveWeeksAtIndoorEloNo3,Most Consecutive Weeks at Indoor Elo No. 3,Jimmy Connors,United States,USA,false,,238
ConsecutiveWeeksAtIndoorEloTop2,Most Consecutive Weeks at Indoor Elo Top 2,Ivan Lendl,United States,USA,false,,370
ConsecutiveWeeksAtIndoorEloTop3,Most Consecutive Weeks at Indoor Elo Top 3,Roger Federer,Switzerland,SUI,true,,719
ConsecutiveWeeksAtIndoorEloTop5,Most Consecutive Weeks at Indoor Elo Top 5,Roger Federer,Switzerland,SUI,true,,732
ConsecutiveWeeksAtIndoorEloTop10,Most Consecutive Weeks at Indoor Elo Top 10,Jimmy Connors,United States,USA,false,,774
ConsecutiveWeeksAtIndoorEloTop20,Most Consecutive Weeks at Indoor Elo Top 20,Jimmy Connors,United States,USA,false,,1010
TimesAtIndoorEloNo1,Most Times at Indoor Elo No. 1,Jimmy Connors,United States,USA,false,,6
TimesAtIndoorEloNo2,Most Times at Indoor Elo No. 2,John McEnroe,United States,USA,false,,15
TimesAtIndoorEloNo3,Most Times at Indoor Elo No. 3,John McEnroe,United States,USA,false,,12
YoungestIndoorEloNo1,Youngest Indoor Elo No. 1,John McEnroe,United States,USA,false,,20 years 2 mons 20 days
YoungestIndoorEloTop2,Youngest Indoor Elo Top 2,Boris Becker,Germany,GER,false,,19 years 8 mons 9 days
YoungestIndoorEloTop3,Youngest Indoor Elo Top 3,Boris Becker,Germany,GER,false,,18 years 10 mons 28 days
YoungestIndoorEloTop5,Youngest Indoor Elo Top 5,Boris Becker,Germany,GER,false,,18 years 1 mon 29 days
YoungestIndoorEloTop10,Youngest Indoor Elo Top 10,Bjorn Borg,Sweden,SWE,false,,17 years 9 mons 18 days
YoungestIndoorEloTop20,Youngest Indoor Elo Top 20,Michael Chang,United States,USA,false,,17 years 8 mons 13 days
OldestIndoorEloNo1,Oldest Indoor Elo No. 1,Roger Federer,Switzerland,SUI,true,,39 years 8 mons 10 days
OldestIndoorEloTop2,Oldest Indoor Elo Top 2,Roger Federer,Switzerland,SUI,true,,39 years 8 mons 10 days
OldestIndoorEloTop3,Oldest Indoor Elo Top 3,Roger Federer,Switzerland,SUI,true,,39 years 8 mons 10 days
OldestIndoorEloTop5,Oldest Indoor Elo Top 5,Roger Federer,Switzerland,SUI,true,,39 years 8 mons 10 days
OldestIndoorEloTop10,Oldest Indoor Elo Top 10,Richard Pancho Gonzales,United States,USA,false,,43 years 9 mons 12 days
OldestIndoorEloTop20,Oldest Indoor Elo Top 20,Richard Pancho Gonzales,United States,USA,false,,45 years 7 mons 2 days
LongestIndoorEloNo1Span,Longest Career First Indoor Elo No. 1 to Last Indoor Elo No. 1,Roger Federer,Switzerland,SUI,true,,17 years 6 mons 5 days
LongestIndoorEloTop2Span,Longest Career First Indoor Elo Top 2 to Last Indoor Elo Top 2,Roger Federer,Switzerland,SUI,true,,18 years 2 mons 4 days
LongestIndoorEloTop3Span,Longest Career First Indoor Elo Top 3 to Last Indoor Elo Top 3,Roger Federer,Switzerland,SUI,true,,18 years 2 mons 4 days
LongestIndoorEloTop5Span,Longest Career First Indoor Elo Top 5 to Last Indoor Elo Top 5,Roger Federer,Switzerland,SUI,true,,18 years 5 mons
LongestIndoorEloTop10Span,Longest Career First Indoor Elo Top 10 to Last Indoor Elo Top 10,Roger Federer,Switzerland,SUI,true,,20 years 1 mon 20 days
LongestIndoorEloTop20Span,Longest Career First Indoor Elo Top 20 to Last Indoor Elo Top 20,Jimmy Connors,United States,USA,false,,21 years 3 mons 29 days
IndoorEloRating,Highest Indoor Elo Rating,John McEnroe,United States,USA,false,,2687
IndoorEloRatingNo1No2Difference,Indoor Elo Rating Difference Between No. 1 and No. 2,Roger Federer,Switzerland,SUI,true,,268
IndoorEloRatingNo1No2DifferencePct,Indoor Elo Rating Pct. Difference Between No. 1 and No. 2,Roger Federer,Switzerland,SUI,true,,12.2%
H2HMatchesWon,Most Head-to-Head Matches Won,Novak Djokovic,Serbia,SRB,true,,30
GrandSlamH2HMatchesWon,Most Grand Slam Head-to-Head Matches Won,Novak Djokovic,Serbia,SRB,true,,11
TourFinalsH2HMatchesWon,Most Tour Finals Head-to-Head Matches Won,Novak Djokovic,Serbia,SRB,true,,5
AltFinalsH2HMatchesWon,Most Alternative Tour Finals Head-to-Head Matches Won,Rod Laver,Australia,AUS,false,,3
AllFinalsH2HMatchesWon,Most All Tour Finals Head-to-Head Matches Won (Official and Alternative),Boris Becker,Germany,GER,false,,6
MastersH2HMatchesWon,Most Masters Head-to-Head Matches Won,Novak Djokovic,Serbia,SRB,true,,16
OlympicsH2HMatchesWon,Most Olympics Head-to-Head Matches Won,Juan Martin Del Potro,Argentina,ARG,true,,2
BigTournamentsH2HMatchesWon,"Most Big Tournaments Head-to-Head Matches Won (Grand Slam, All Tour Finals, Masters, Olympics)",Novak Djokovic,Serbia,SRB,true,,26
ATP500H2HMatchesWon,Most ATP 500/CS Head-to-Head Matches Won,Rod Laver,Australia,AUS,false,,10
ATP250H2HMatchesWon,Most ATP 250/WS Head-to-Head Matches Won,Stan Smith,United States,USA,false,,15
SmallTournamentsH2HMatchesWon,"Most Small Tournaments Head-to-Head Matches Won (ATP 500/CS, ATP 250/WS)",John Newcombe,Australia,AUS,false,,19
DavisCupH2HMatchesWon,Most Davis Cup Head-to-Head Matches Won,Patricio Cornejo,Chile,CHI,false,,4
BestOf3H2HMatchesWon,Most Best of 3 Head-to-Head Matches Won,Novak Djokovic,Serbia,SRB,true,,23
BestOf5H2HMatchesWon,Most Best of 5 Head-to-Head Matches Won,Rafael Nadal,Spain,ESP,true,,12
HardH2HMatchesWon,Most Hard Head-to-Head Matches Won,Novak Djokovic,Serbia,SRB,true,,21
ClayH2HMatchesWon,Most Clay Head-to-Head Matches Won,Rafael Nadal,Spain,ESP,true,,20
GrassH2HMatchesWon,Most Grass Head-to-Head Matches Won,Roger Federer,Switzerland,SUI,true,,7
CarpetH2HMatchesWon,Most Carpet Head-to-Head Matches Won,Rod Laver,Australia,AUS,false,,13
OutdoorH2HMatchesWon,Most Outdoor Head-to-Head Matches Won,Novak Djokovic,Serbia,SRB,true,,26
IndoorH2HMatchesWon,Most Indoor Head-to-Head Matches Won,Rod Laver,Australia,AUS,false,,16
H2HMatchesWinningPct,Greatest Head-to-Head Matches Winning Pct.,Bjorn Borg,Sweden,SWE,false,,100.00%
GrandSlamH2HMatchesWinningPct,Greatest Grand Slam Head-to-Head Matches Winning Pct.,Roger Federer,Switzerland,SUI,true,,100.00%
TourFinalsH2HMatchesWinningPct,Greatest Tour Finals Head-to-Head Matches Winning Pct.,Novak Djokovic,Serbia,SRB,true,,100.00%
AllFinalsH2HMatchesWinningPct,Greatest All Tour Finals Head-to-Head Matches Winning Pct. (Official and Alternative),Pete Sampras,United States,USA,false,,100.00%
MastersH2HMatchesWinningPct,Greatest Masters Head-to-Head Matches Winning Pct.,Novak Djokovic,Serbia,SRB,true,,100.00%
BigTournamentsH2HMatchesWinningPct,"Greatest Big Tournaments Head-to-Head Matches Winning Pct. (Grand Slam, All Tour Finals, Masters, Olympics)",Roger Federer,Switzerland,SUI,true,,100.00%
ATP500H2HMatchesWinningPct,Greatest ATP 500/CS Head-to-Head Matches Winning Pct.,Ivan Lendl,United States,USA,false,,100.00%
ATP250H2HMatchesWinningPct,Greatest ATP 250/WS Head-to-Head Matches Winning Pct.,Jimmy Connors,United States,USA,false,,100.00%
SmallTournamentsH2HMatchesWinningPct,"Greatest Small Tournaments Head-to-Head Matches Winning Pct. (ATP 500/CS, ATP 250/WS)",Roger Federer,Switzerland,SUI,true,,100.00%
DavisCupH2HMatchesWinningPct,Greatest Davis Cup Head-to-Head Matches Winning Pct.,Patricio Cornejo,Chile,CHI,false,,100.00%
BestOf3H2HMatchesWinningPct,Greatest Best of 3 Head-to-Head Matches Winning Pct.,Roger Federer,Switzerland,SUI,true,,100.00%
BestOf5H2HMatchesWinningPct,Greatest Best of 5 Head-to-Head Matches Winning Pct.,Rod Laver,Australia,AUS,false,,100.00%
HardH2HMatchesWinningPct,Greatest Hard Head-to-Head Matches Winning Pct.,Novak Djokovic,Serbia,SRB,true,,100.00%
ClayH2HMatchesWinningPct,Greatest Clay Head-to-Head Matches Winning Pct.,Bjorn Borg,Sweden,SWE,false,,100.00%
GrassH2HMatchesWinningPct,Greatest Grass Head-to-Head Matches Winning Pct.,Roger Federer,Switzerland,SUI,true,,100.00%
CarpetH2HMatchesWinningPct,Greatest Carpet Head-to-Head Matches Winning Pct.,Rod Laver,Australia,AUS,false,,100.00%
OutdoorH2HMatchesWinningPct,Greatest Outdoor Head-to-Head Matches Winning Pct.,Roger Federer,Switzerland,SUI,true,,100.00%
IndoorH2HMatchesWinningPct,Greatest Indoor Head-to-Head Matches Winning Pct.,Ivan Lendl,United States,USA,false,,100.00%
H2HFinalsWon,Most Head-to-Head Finals Won,Rod Laver,Australia,AUS,false,,15
GrandSlamH2HFinalsWon,Most Grand Slam Head-to-Head Finals Won,Rafael Nadal,Spain,ESP,true,,6
TourFinalsH2HFinalsWon,Most Tour Finals Head-to-Head Finals Won,Ilie Nastase,Romania,ROU,false,,2
AllFinalsH2HFinalsWon,Most All Tour Finals Head-to-Head Finals Won (Official and Alternative),John McEnroe,United States,USA,false,,3
MastersH2HFinalsWon,Most Masters Head-to-Head Finals Won,Rafael Nadal,Spain,ESP,true,,7
BigTournamentsH2HFinalsWon,"Most Big Tournaments Head-to-Head Finals Won (Grand Slam, All Tour Finals, Masters, Olympics)",Rafael Nadal,Spain,ESP,true,,13
ATP500H2HFinalsWon,Most ATP 500/CS Head-to-Head Finals Won,Rod Laver,Australia,AUS,false,,5
ATP250H2HFinalsWon,Most ATP 250/WS Head-to-Head Finals Won,Ilie Nastase,Romania,ROU,false,,6
SmallTournamentsH2HFinalsWon,"Most Small Tournaments Head-to-Head Finals Won (ATP 500/CS, ATP 250/WS)",Rod Laver,Australia,AUS,false,,8
BestOf3H2HFinalsWon,Most Best of 3 Head-to-Head Finals Won,Novak Djokovic,Serbia,SRB,true,,11
BestOf5H2HFinalsWon,Most Best of 5 Head-to-Head Finals Won,Rafael Nadal,Spain,ESP,true,,8
HardH2HFinalsWon,Most Hard Head-to-Head Finals Won,Novak Djokovic,Serbia,SRB,true,,10
ClayH2HFinalsWon,Most Clay Head-to-Head Finals Won,Rafael Nadal,Spain,ESP,true,,11
GrassH2HFinalsWon,Most Grass Head-to-Head Finals Won,Rod Laver,Australia,AUS,false,,3
CarpetH2HFinalsWon,Most Carpet Head-to-Head Finals Won,Rod Laver,Australia,AUS,false,,6
OutdoorH2HFinalsWon,Most Outdoor Head-to-Head Finals Won,Rafael Nadal,Spain,ESP,true,,14
IndoorH2HFinalsWon,Most Indoor Head-to-Head Finals Won,Rod Laver,Australia,AUS,false,,9
H2HFinalsWinningPct,Greatest Head-to-Head Finals Winning Pct.,Rafael Nadal,Spain,ESP,true,,100.00%
GrandSlamH2HFinalsWinningPct,Greatest Grand Slam Head-to-Head Finals Winning Pct.,Roger Federer,Switzerland,SUI,true,,100.00%
TourFinalsH2HFinalsWinningPct,Greatest Tour Finals Head-to-Head Finals Winning Pct.,John McEnroe,United States,USA,false,,66.67%
AllFinalsH2HFinalsWinningPct,Greatest All Tour Finals Head-to-Head Finals Winning Pct. (Official and Alternative),Ken Rosewall,Australia,AUS,false,,66.67%
MastersH2HFinalsWinningPct,Greatest Masters Head-to-Head Finals Winning Pct.,Rod Laver,Australia,AUS,false,,100.00%
BigTournamentsH2HFinalsWinningPct,"Greatest Big Tournaments Head-to-Head Finals Winning Pct. (Grand Slam, All Tour Finals, Masters, Olympics)",Roger Federer,Switzerland,SUI,true,,100.00%
ATP500H2HFinalsWinningPct,Greatest ATP 500/CS Head-to-Head Finals Winning Pct.,Rod Laver,Australia,AUS,false,,100.00%
ATP250H2HFinalsWinningPct,Greatest ATP 250/WS Head-to-Head Finals Winning Pct.,Ilie Nastase,Romania,ROU,false,,100.00%
SmallTournamentsH2HFinalsWinningPct,"Greatest Small Tournaments Head-to-Head Finals Winning Pct. (ATP 500/CS, ATP 250/WS)",Rod Laver,Australia,AUS,false,,100.00%
BestOf3H2HFinalsWinningPct,Greatest Best of 3 Head-to-Head Finals Winning Pct.,Rod Laver,Australia,AUS,false,,100.00%
